,title,blogUrl,date,imgUrl,likes
137,Journey to better guest satisfaction: Why digitisation is the shortcut you need,https://rategain.com/blog/journey-to-better-guest-satisfaction-why-digitisation-is-the-shortcut-you-need/,"December 16, 2022",https://rategain.com/blog/journey-to-better-guest-satisfaction-why-digitisation-is-the-shortcut-you-need/,3
138,7 Tips for A Booking-friendly Hotel Website,https://rategain.com/blog/tips-for-a-booking-friendly-hotel-website/,"December 12, 2022",https://rategain.com/blog/tips-for-a-booking-friendly-hotel-website/,3
139,The Problem In Paradise: What The Hotels Of Maldives Need To Know,https://rategain.com/blog/what-the-hotels-of-maldives-need-to-know/,"December 6, 2022",https://rategain.com/blog/what-the-hotels-of-maldives-need-to-know/,3
140,The Good Side Of AI: Read Between The Lines To Understand Your Guests’ Feelings,https://rategain.com/blog/ai-to-understand-guest-feelings/,"November 11, 2022",https://rategain.com/blog/ai-to-understand-guest-feelings/,2
141,Preparing for the Future of Air Travel Demand,https://rategain.com/blog/preparing-for-the-future-of-air-travel-demand/,"November 4, 2022",https://rategain.com/blog/preparing-for-the-future-of-air-travel-demand/,1
142,Digital Hospitality: No Longer An Oxymoron,https://rategain.com/blog/digital-hospitality-no-longer-an-oxymoron/,"November 3, 2022",https://rategain.com/blog/digital-hospitality-no-longer-an-oxymoron/,1
143,Peak Experience For The Peak Season,https://rategain.com/blog/peak-experience-for-the-peak-season/,"October 27, 2022",https://rategain.com/blog/peak-experience-for-the-peak-season/,2
144,Forward-looking Insights on Travel Demand: Top Trending Cities in Asia (Oct – Dec 2022),https://rategain.com/blog/travel-demand-data-report-asia-oct-2022/,"October 24, 2022",https://rategain.com/blog/travel-demand-data-report-asia-oct-2022/,2
145,Guest Dissatisfaction: De-mystified,https://rategain.com/blog/guest-dissatisfaction-de-mystified/,"October 19, 2022",https://rategain.com/blog/guest-dissatisfaction-de-mystified/,2
146,Beyond Just Emojis: Leveraging WhatsApp To Improve Guest Experience,https://rategain.com/blog/beyond-just-emojis-leveraging-whatsapp-to-improve-guest-experience/,"October 11, 2022",https://rategain.com/blog/beyond-just-emojis-leveraging-whatsapp-to-improve-guest-experience/,2
147,Experiences Above All:  The Long and Short of Guest Experiences,https://rategain.com/blog/experiences-above-all-the-long-and-short-of-guest-experiences/,"October 6, 2022",https://rategain.com/blog/experiences-above-all-the-long-and-short-of-guest-experiences/,1
148,Humans Of RateGain: Q&A With Mark Haywood,https://rategain.com/blog/humans-of-rategain-mark-haywood/,"October 4, 2022",https://rategain.com/blog/humans-of-rategain-mark-haywood/,1
149,India’s Festive Season Travel Outlook,https://rategain.com/blog/indias-festive-season-travel-outlook/,"October 3, 2022",https://rategain.com/blog/indias-festive-season-travel-outlook/,2
150,Productivity For The Front Desk: What Has Changed,https://rategain.com/blog/productivity-for-the-front-desk-what-has-changed/,"September 27, 2022",https://rategain.com/blog/productivity-for-the-front-desk-what-has-changed/,3
151,How Can Scoring Content Help Hotels Drive More Bookings,https://rategain.com/blog/how-can-scoring-content-help-hotels-drive-more-bookings/,"September 20, 2022",https://rategain.com/blog/how-can-scoring-content-help-hotels-drive-more-bookings/,3
152,New Data Sources To Help Commercial Teams Make Better Decisions,https://rategain.com/blog/new-data-sources-to-help-commercial-teams-make-better-decisions/,"September 20, 2022",https://rategain.com/blog/new-data-sources-to-help-commercial-teams-make-better-decisions/,3
153,Hotel Online Bookings Can Be More Profitable,https://rategain.com/blog/hotel-online-bookings-can-be-more-profitable/,"September 20, 2022",https://rategain.com/blog/hotel-online-bookings-can-be-more-profitable/,3
154,Bridging Silos in Commercial Teams Post Pandemic,https://rategain.com/blog/bridging-silos-in-commercial-teams-post-pandemic/,"August 25, 2022",https://rategain.com/blog/bridging-silos-in-commercial-teams-post-pandemic/,7
155,Data Transparency: The New Way to Collaborate in Commercial Teams,https://rategain.com/blog/data-transparency-the-new-way-to-collaborate-in-commercial-teams/,"August 25, 2022",https://rategain.com/blog/data-transparency-the-new-way-to-collaborate-in-commercial-teams/,7
156,Are Middle East Hoteliers Ready for the Next Big Shift?,https://rategain.com/blog/are-middle-east-hoteliers-ready-for-the-next-big-shift/,"July 18, 2022",https://rategain.com/blog/are-middle-east-hoteliers-ready-for-the-next-big-shift/,5
157,Artificial Intelligence in the Hospitality Industry : The Future,https://rategain.com/blog/artificial-intelligence-future-of-hospitality-industry/,"July 13, 2022",https://rategain.com/blog/artificial-intelligence-future-of-hospitality-industry/,6
158,What is Engage-AI? What are the benefits of using Engage-AI?,https://rategain.com/blog/all-about-engage-ai/,"July 7, 2022",https://rategain.com/blog/all-about-engage-ai/,7
159,Enjoy Greater Conversions by Offering Mobile Rates to your Prospective Customers,https://rategain.com/blog/enjoy-greater-conversions-by-offering-mobile-rates-to-your-prospective-customers/,"June 30, 2022",https://rategain.com/blog/enjoy-greater-conversions-by-offering-mobile-rates-to-your-prospective-customers/,7
160,Improving Business by Offering Country Rates to Prospective Customers,https://rategain.com/blog/improving-business-by-offering-country-rates-to-prospective-customers/,"June 21, 2022",https://rategain.com/blog/improving-business-by-offering-country-rates-to-prospective-customers/,6
161,The Role of Metasearch in Pandemic Recovery,https://rategain.com/blog/the-role-of-metasearch-in-pandemic-recovery/,"May 31, 2022",https://rategain.com/blog/the-role-of-metasearch-in-pandemic-recovery/,6
162,Why Forward-looking Demand Intelligence is all the More Important for a Destination and it's DMO Today?,https://rategain.com/blog/dmo-destination-marketing-intelligence-strategy/,"March 31, 2022",https://rategain.com/blog/dmo-destination-marketing-intelligence-strategy/,5
163,How to Become a Genius and Drive-up Hotel Visibility and Occupancy Rates!,https://rategain.com/blog/how-to-become-a-genius-and-drive-up-hotel-visibility-and-occupancy-rates/,"March 10, 2022",https://rategain.com/blog/how-to-become-a-genius-and-drive-up-hotel-visibility-and-occupancy-rates/,5
164,Airline Traveler Forecast: Can it help in anticipating demand better?,https://rategain.com/blog/airline-traveller-demand-forecast/,"March 9, 2022",https://rategain.com/blog/airline-traveller-demand-forecast/,6
165,How can User Experience Help Revenue Managers? Ask AirGain,https://rategain.com/blog/how-can-user-experience-help-revenue-managers/,"January 13, 2022",https://rategain.com/blog/how-can-user-experience-help-revenue-managers/,3
166,The Travel Manifesto for 2022,https://rategain.com/blog/the-travel-manifesto-for-2022/,"December 24, 2021",https://rategain.com/blog/the-travel-manifesto-for-2022/,9
167,Marketing Technology in a Data-Driven Era,https://rategain.com/blog/marketing-technology-in-a-data-driven-era/,"October 22, 2021",https://rategain.com/blog/marketing-technology-in-a-data-driven-era/,8
168,Usability and Accessibility – How they are making AirGain smarter for you!,https://rategain.com/blog/usability-and-accessibility-how-they-are-making-airgain-smarter-for-you/,"October 5, 2021",https://rategain.com/blog/usability-and-accessibility-how-they-are-making-airgain-smarter-for-you/,10
169,Building a Culture of Empowerment,https://rategain.com/blog/building-a-culture-of-empowerment/,"October 4, 2021",https://rategain.com/blog/building-a-culture-of-empowerment/,8
170,Is The Future Of Forecasting Clear For Revenue Managers?,https://rategain.com/blog/is-the-future-of-forecasting-clear-for-revenue-managers/,"September 29, 2021",https://rategain.com/blog/is-the-future-of-forecasting-clear-for-revenue-managers/,10
171,Upcoming Launch: The New Room – Rate Management API will Help Distribution Teams Directly and Quickly Create/Retrieve a Multitude of Room Rate Types from RezGain,https://rategain.com/blog/directly-manage-rooms-and-rates-from-rategains-channel-manager-ui-to-booking-com/,"September 28, 2021",https://rategain.com/blog/directly-manage-rooms-and-rates-from-rategains-channel-manager-ui-to-booking-com/,5
172,How Revenue Managers Can Be Future Ready For The Next Crisis,https://rategain.com/blog/how-revenue-managers-can-be-future-ready-for-the-next-crisis/,"September 23, 2021",https://rategain.com/blog/how-revenue-managers-can-be-future-ready-for-the-next-crisis/,9
173,How Can New Airlines Thrive the Post- Covid World,https://rategain.com/blog/how-can-new-airlines-thrive-the-post-covid-world/,"September 3, 2021",https://rategain.com/blog/how-can-new-airlines-thrive-the-post-covid-world/,4
174,Making Your Hotel Channel Manager Adapt to Your Day,https://rategain.com/blog/making-your-hotel-channel-manager-adapt-to-your-day/,"September 1, 2021",https://rategain.com/blog/making-your-hotel-channel-manager-adapt-to-your-day/,4
175,CarGain Canvas: Analytics that give you 360 degree control over your market,https://rategain.com/blog/cargain-canvas-analytics-that-give-you-360-degree-control-over-your-market/,"September 1, 2021",https://rategain.com/blog/cargain-canvas-analytics-that-give-you-360-degree-control-over-your-market/,3
176,What Signals is the Summer of 2021 Giving Car Rentals?,https://rategain.com/blog/what-signals-is-the-summer-of-2021-giving-car-rentals/,"July 8, 2021",https://rategain.com/blog/what-signals-is-the-summer-of-2021-giving-car-rentals/,4
177,WHAT ARE YOUR PRONOUNS?,https://rategain.com/blog/what-are-your-pronouns/,"June 25, 2021",https://rategain.com/blog/what-are-your-pronouns/,9
178,Bringing More Speed and Agility to Airline Pricing for the Post-COVID Revenue Manager,https://rategain.com/blog/bringing-more-speed-and-agility-to-airline-pricing-for-the-post-covid-revenue-manager/,"June 15, 2021",https://rategain.com/blog/bringing-more-speed-and-agility-to-airline-pricing-for-the-post-covid-revenue-manager/,5
179,The Current State of Airline Pricing post-Covid,https://rategain.com/blog/the-current-state-of-airline-pricing-post-covid/,"May 3, 2021",https://rategain.com/blog/the-current-state-of-airline-pricing-post-covid/,5
180,How can hoteliers get 2021 right with a solid pricing strategy as volatility in recovery persists,https://rategain.com/blog/how-can-hoteliers-get-2021-right-with-a-solid-pricing-strategy-as-volatility-in-recovery-persists/,"May 3, 2021",https://rategain.com/blog/how-can-hoteliers-get-2021-right-with-a-solid-pricing-strategy-as-volatility-in-recovery-persists/,5
181,Why We Must Tell a Visual Data Story,https://rategain.com/blog/why-we-must-tell-a-visual-data-story/,"April 30, 2021",https://rategain.com/blog/why-we-must-tell-a-visual-data-story/,5
182,Airlines Revenue Management Checklist for 2021,https://rategain.com/blog/airlines-revenue-management-checklist-for-2021/,"April 29, 2021",https://rategain.com/blog/airlines-revenue-management-checklist-for-2021/,5
183,"Cap on Wedding Guests Might Pinch, But It's a Necessary Evil",https://rategain.com/blog/cap-on-wedding-guests-might-pinch-but-its-a-necessary-evil/,"December 25, 2020",https://rategain.com/blog/cap-on-wedding-guests-might-pinch-but-its-a-necessary-evil/,3
184,"We have been Profitable Since Inception: Yogeesh Chandra- Global Head of Corporate Development, RateGain",https://rategain.com/blog/we-have-been-profitable-since-inception-yogeesh-chandra-global-head-of-corporate-development-rategain/,"December 22, 2020",https://rategain.com/blog/we-have-been-profitable-since-inception-yogeesh-chandra-global-head-of-corporate-development-rategain/,3
185,Some Employees are Getting a New Job…At Their Old Job,https://rategain.com/blog/some-employees-are-getting-a-new-jobat-their-old-job/,"December 21, 2020",https://rategain.com/blog/some-employees-are-getting-a-new-jobat-their-old-job/,5
186,Visioning The Post-COVID Era In Revenue Management,https://rategain.com/blog/visioning-the-post-covid-era-in-revenue-management/,"December 21, 2020",https://rategain.com/blog/visioning-the-post-covid-era-in-revenue-management/,5
187,50% Rise in Bookings Not Enough for India to Catch Up With Global Recovery,https://rategain.com/blog/50-rise-in-bookings-not-enough-for-india-to-catch-up-with-global-recovery/,"December 21, 2020",https://rategain.com/blog/50-rise-in-bookings-not-enough-for-india-to-catch-up-with-global-recovery/,5
188,Tech Skills That can Rebuild the Travel Industry,https://rategain.com/blog/tech-skills-that-can-rebuild-the-travel-industry/,"December 20, 2020",https://rategain.com/blog/tech-skills-that-can-rebuild-the-travel-industry/,5
189,After China can 'Revenge Travel' Happen in India?,https://rategain.com/blog/after-china-can-revenge-travel-happen-in-india/,"December 18, 2020",https://rategain.com/blog/after-china-can-revenge-travel-happen-in-india/,4
190,Travel & Hospitality Sector Will Take 12-15 Months To Cross Pre-covid Level Hiring Figures: Industry Leaders,https://rategain.com/blog/travel-hospitality-sector-will-take-12-15-months-to-cross-pre-covid-level-hiring-figures-industry-leaders/,"December 16, 2020",https://rategain.com/blog/travel-hospitality-sector-will-take-12-15-months-to-cross-pre-covid-level-hiring-figures-industry-leaders/,4
191,What Hotels Need to Know About the Staycation Boom,https://rategain.com/blog/what-hotels-need-to-know-about-the-staycation-boom/,"December 16, 2020",https://rategain.com/blog/what-hotels-need-to-know-about-the-staycation-boom/,4
192,Here’s How Hoteliers Can Attract New Travelers in the Post-COVID Era,https://rategain.com/blog/heres-how-hoteliers-can-attract-new-travelers-in-the-post-covid-era/,"December 16, 2020",https://rategain.com/blog/heres-how-hoteliers-can-attract-new-travelers-in-the-post-covid-era/,5
193,How Airline Revenue Management and Pricing Teams Respond to Revenue Volatility?,https://rategain.com/blog/how-airline-revenue-management-and-pricing-teams-respond-to-revenue-volatility/,"December 15, 2020",https://rategain.com/blog/how-airline-revenue-management-and-pricing-teams-respond-to-revenue-volatility/,5
194,Revenue Volatility in Airlines is Here to Stay: What can Revenue & Pricing Teams do About it?,https://rategain.com/blog/revenue-volatility-in-airlines-is-here-to-stay-what-can-revenue-pricing-teams-do-about-it/,"December 15, 2020",https://rategain.com/blog/revenue-volatility-in-airlines-is-here-to-stay-what-can-revenue-pricing-teams-do-about-it/,5
195,These New Car Rental Subscription Programs Will Get You There,https://rategain.com/blog/these-new-car-rental-subscription-programs-will-get-you-there/,"December 15, 2020",https://rategain.com/blog/these-new-car-rental-subscription-programs-will-get-you-there/,5
196,"Pardon me, your politics are showing",https://rategain.com/blog/pardon-me-your-politics-are-showing/,"December 12, 2020",https://rategain.com/blog/pardon-me-your-politics-are-showing/,4
197,"New Deal Europe Weekly Update on Tourism to the Balkan Region, Week 24",https://rategain.com/blog/new-deal-europe-weekly-update-on-tourism-to-the-balkan-region-week-24/,"December 12, 2020",https://rategain.com/blog/new-deal-europe-weekly-update-on-tourism-to-the-balkan-region-week-24/,4
198,See the Green Shoots of Recovery with Smart Distribution’s latest addition “Future Demand”,https://rategain.com/blog/see-the-green-shoots-of-recovery-with-smart-distributions-latest-addition-future-demand/,"October 21, 2020",https://rategain.com/blog/see-the-green-shoots-of-recovery-with-smart-distributions-latest-addition-future-demand/,5
199,Seven Tactics to Keep your Hotel's Distribution Healthy and Highly Profitable,https://rategain.com/blog/seven-tactics-to-keep-your-hotels-distribution-healthy-and-highly-profitable/,"October 7, 2020",https://rategain.com/blog/seven-tactics-to-keep-your-hotels-distribution-healthy-and-highly-profitable/,8
200,Bespoke Strategies for Opening the Doors to the European Market,https://rategain.com/blog/bespoke-strategies-for-opening-the-doors-to-the-european-market/,"August 25, 2020",https://rategain.com/blog/bespoke-strategies-for-opening-the-doors-to-the-european-market/,7
201,A New Era of Exploration is Coming to Hoteliers. Stay Tuned!,https://rategain.com/blog/a-new-era-of-exploration-is-coming-to-hoteliers-stay-tuned/,"August 20, 2020",https://rategain.com/blog/a-new-era-of-exploration-is-coming-to-hoteliers-stay-tuned/,4
202,Perspectives with Saurabh Prakash: How Hotels Can Get Digital Right for Recovery,https://rategain.com/blog/perspectives-with-saurabh-prakash-how-hotels-can-get-digital-right-for-recovery/,"August 14, 2020",https://rategain.com/blog/perspectives-with-saurabh-prakash-how-hotels-can-get-digital-right-for-recovery/,4
203,Perspectives with Debojo: How Survival Became A Success Metric at SpiceJet,https://rategain.com/blog/perspectives-with-debojo-how-survival-became-a-success-metric-at-spicejet/,"July 22, 2020",https://rategain.com/blog/perspectives-with-debojo-how-survival-became-a-success-metric-at-spicejet/,6
204,Strategies for Hoteliers to Get Back to Business for UK Market,https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-uk-market/,"July 20, 2020",https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-uk-market/,6
205,Strategies for Hoteliers to Get Back to Business for Europe Market,https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-europe-market/,"July 20, 2020",https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-europe-market/,9
206,"Perspectives #8 with Ajay Bakaya, Managing Director, Sarovar Hotels and Resorts",https://rategain.com/blog/perspectives-8-with-ajay-bakaya-managing-director-sarovar-hotels-and-resorts/,"July 14, 2020",https://rategain.com/blog/perspectives-8-with-ajay-bakaya-managing-director-sarovar-hotels-and-resorts/,4
207,Re-Taking The Skies : What Can Commercial Teams Do To Gear Up For A Full Return Of Airline Travel In The New Normal,https://rategain.com/blog/re-taking-the-skies-what-can-commercial-teams-do-to-gear-up-for-a-full-return-of-airline-travel-in-the-new-normal/,"June 30, 2020",https://rategain.com/blog/re-taking-the-skies-what-can-commercial-teams-do-to-gear-up-for-a-full-return-of-airline-travel-in-the-new-normal/,3
208,React to Competitive Prices in Real Time with RateGain’s OPTIMA MarketDrone,https://rategain.com/blog/react-to-competitive-prices-in-real-time-with-rategains-optima-marketdrone/,"June 15, 2020",https://rategain.com/blog/react-to-competitive-prices-in-real-time-with-rategains-optima-marketdrone/,4
209,Watch Your Language! Content in the New Hospitality Landscape,https://rategain.com/blog/watch-your-language-content-in-the-new-hospitality-landscape/,"June 2, 2020",https://rategain.com/blog/watch-your-language-content-in-the-new-hospitality-landscape/,4
210,Keeping Lights on During the Current COVID Crisis!,https://rategain.com/blog/keeping-lights-on-during-the-current-covid-crisis/,"May 5, 2020",https://rategain.com/blog/keeping-lights-on-during-the-current-covid-crisis/,4
211,"Hoteliers, Spot New Markets to Create New Revenues in a Post-COVID 19 World",https://rategain.com/blog/hoteliers-spot-new-markets-to-create-new-revenues-in-a-post-covid-19-world/,"April 23, 2020",https://rategain.com/blog/hoteliers-spot-new-markets-to-create-new-revenues-in-a-post-covid-19-world/,11
212,Social Media During COVID-19: Tourism Brands That Got It Right,https://rategain.com/blog/social-media-during-covid-19-tourism-brands-that-got-it-right/,"April 21, 2020",https://rategain.com/blog/social-media-during-covid-19-tourism-brands-that-got-it-right/,8
213,We Are Bracing Ourselves: Are You?,https://rategain.com/blog/have-we-braced-ourselves/,"March 20, 2020",https://rategain.com/blog/have-we-braced-ourselves/,12
214,How to Capture Rate Integrity Issues in the Most Simplified Way,https://rategain.com/blog/how-to-capture-rate-integrity-issues-in-the-most-simplified-way/,"March 11, 2020",https://rategain.com/blog/how-to-capture-rate-integrity-issues-in-the-most-simplified-way/,10
215,Top 3 Rate Disparity Cases Acceptable to a Revenue Manager,https://rategain.com/blog/top-3-rate-disparity-cases-acceptable-to-a-revenue-manager/,"March 4, 2020",https://rategain.com/blog/top-3-rate-disparity-cases-acceptable-to-a-revenue-manager/,13
216,Rate Integrity: A Brand New Way of Increasing Direct Bookings,https://rategain.com/blog/rate-integrity-a-brand-new-way-of-increasing-direct-bookings/,"February 27, 2020",https://rategain.com/blog/rate-integrity-a-brand-new-way-of-increasing-direct-bookings/,8
217,Why Choose Rate Intelligence Over Rate Shopping?,https://rategain.com/blog/why-choose-rate-intelligence-over-rate-shopping/,"February 19, 2020",https://rategain.com/blog/why-choose-rate-intelligence-over-rate-shopping/,11
218,Why a Rate Intelligence Experience Should Have the Best Art & Science Behind it,https://rategain.com/blog/why-a-rate-intelligence-experience-should-have-the-best-art-science-behind-it/,"February 5, 2020",https://rategain.com/blog/why-a-rate-intelligence-experience-should-have-the-best-art-science-behind-it/,11
219,Our Point of View on the Modern Age Distribution Ecosystem,https://rategain.com/blog/our-point-of-view-on-the-modern-age-distribution-ecosystem/,"January 31, 2020",https://rategain.com/blog/our-point-of-view-on-the-modern-age-distribution-ecosystem/,6
220,Are You Leading A Future-Ready HR?,https://rategain.com/blog/are-you-leading-a-future-ready-hr/,"January 29, 2020",https://rategain.com/blog/are-you-leading-a-future-ready-hr/,7
221,5 Ways to Ace Hospitality Marketing in 2020,https://rategain.com/blog/5-ways-to-ace-hospitality-marketing-in-2020/,"January 20, 2020",https://rategain.com/blog/5-ways-to-ace-hospitality-marketing-in-2020/,5
222,Why UX is Instrumental for Revenue Management,https://rategain.com/blog/why-ux-is-instrumental-for-revenue-management/,"January 14, 2020",https://rategain.com/blog/why-ux-is-instrumental-for-revenue-management/,16
223,Visualizing Data Like a Pro: The Key to Unlock the Data Gold Mine,https://rategain.com/blog/visualizing-data-like-a-pro-the-key-to-unlock-the-data-gold-mine/,"December 17, 2019",https://rategain.com/blog/visualizing-data-like-a-pro-the-key-to-unlock-the-data-gold-mine/,13
224,Smart Shopping for Data: Driving Analytics Excellence in the Airlines Industry,https://rategain.com/blog/smart-shopping-for-data-driving-analytics-excellence-in-the-airlines-industry/,"December 4, 2019",https://rategain.com/blog/smart-shopping-for-data-driving-analytics-excellence-in-the-airlines-industry/,5
225,"Mr. Hotelier, Four Signs It is Time to Change your Distribution Partner",https://rategain.com/blog/mr-hotelier-four-signs-it-is-time-to-change-your-distribution-partner/,"November 29, 2019",https://rategain.com/blog/mr-hotelier-four-signs-it-is-time-to-change-your-distribution-partner/,5
226,Adopting SCRUM in the Organization’s People Processes,https://rategain.com/blog/adopting-scrum-organization-people-processes/,"November 22, 2019",https://rategain.com/blog/adopting-scrum-organization-people-processes/,3
227,How to Deliver Value In The Era Of Hospitality Industry Consolidation?,https://rategain.com/blog/how-to-deliver-value-in-the-era-of-hospitality-industry-consolidation/,"November 19, 2019",https://rategain.com/blog/how-to-deliver-value-in-the-era-of-hospitality-industry-consolidation/,4
228,What will define Long Term Success for Airlines,https://rategain.com/blog/what-will-define-long-term-success-for-airlines/,"November 11, 2019",https://rategain.com/blog/what-will-define-long-term-success-for-airlines/,8
229,Challenges for Airline Revenue Managers Beyond 2020,https://rategain.com/blog/challenges-for-airline-revenue-managers-beyond-2020/,"October 23, 2019",https://rategain.com/blog/challenges-for-airline-revenue-managers-beyond-2020/,9
230,Navigating Constant Consolidation,https://rategain.com/blog/navigating-constant-consolidation/,"October 21, 2019",https://rategain.com/blog/navigating-constant-consolidation/,8
231,Our point of view on Distribution Journey,https://rategain.com/blog/our-point-of-view-on-distribution-journey/,"October 17, 2019",https://rategain.com/blog/our-point-of-view-on-distribution-journey/,8
232,Putting User Experience at the center of a new problem,https://rategain.com/blog/putting-user-experience-at-the-center-of-a-new-problem/,"October 15, 2019",https://rategain.com/blog/putting-user-experience-at-the-center-of-a-new-problem/,10
233,The Last Distribution Challenge,https://rategain.com/blog/re-configuring-the-distribution-models-for-the-next-gen-distribution-ecosystem/,"October 15, 2019",https://rategain.com/blog/re-configuring-the-distribution-models-for-the-next-gen-distribution-ecosystem/,2
234,Can Car Rental analytics help make better investment decisions?,https://rategain.com/blog/can-car-rental-analytics-help-make-better-investment-decisions/,"October 4, 2019",https://rategain.com/blog/can-car-rental-analytics-help-make-better-investment-decisions/,8
235,Top 3 considerations for blueprinting your content transformation,https://rategain.com/blog/top-three-considerations-for-blueprinting-your-content-transformation/,"September 21, 2019",https://rategain.com/blog/top-three-considerations-for-blueprinting-your-content-transformation/,7
236,The Path to A Shared Future: Can car rentals help in turning around the industry slowdown ?,https://rategain.com/blog/how-to-turn-around-car-industry-slowdown/,"September 11, 2019",https://rategain.com/blog/how-to-turn-around-car-industry-slowdown/,7
237,Delivering Duty of Care in the Age of Corporate Rogue Travel,https://rategain.com/blog/delivering-duty-of-care-in-the-age-of-corporate-rogue-travel/,"August 21, 2019",https://rategain.com/blog/delivering-duty-of-care-in-the-age-of-corporate-rogue-travel/,5
238,Who is winning the experience game in travel and hospitality?,https://rategain.com/blog/who-is-winning-the-experience-game-in-travel-and-hospitality/,"July 22, 2019",https://rategain.com/blog/who-is-winning-the-experience-game-in-travel-and-hospitality/,2
239,Airlines: Soaring on Ancillary Revenue,https://rategain.com/blog/airlines-soaring-on-ancillary-revenue/,"July 18, 2019",https://rategain.com/blog/airlines-soaring-on-ancillary-revenue/,5
240,Transaction Tracking and Analytics: Steering Car Rental,https://rategain.com/blog/transaction-tracking-and-analytics-steering-car-rental/,"June 24, 2019",https://rategain.com/blog/transaction-tracking-and-analytics-steering-car-rental/,5
241,Enhancing Car Rental Revenue Management with AI-driven Dynamic Pricing,https://rategain.com/blog/enhancing-car-rental-revenue-management-with-ai-driven-dynamic-pricing/,"June 24, 2019",https://rategain.com/blog/enhancing-car-rental-revenue-management-with-ai-driven-dynamic-pricing/,5
242,Busting a billion-dollar digital myth for cruise lines!,https://rategain.com/blog/busting-billion-dollar-digital-myth-cruise-lines/,"February 8, 2019",https://rategain.com/blog/busting-billion-dollar-digital-myth-cruise-lines/,6
243,The future of distribution strategy at your doorstep,https://rategain.com/blog/future-distribution-strategy-doorstep/,"September 24, 2018",https://rategain.com/blog/future-distribution-strategy-doorstep/,4
244,"‘A Thousand Words’: Why Great Visuals Speak Directly, Fluently and Effortlessly",https://rategain.com/blog/importance-picture-reviews-hotel-reputation/,"August 27, 2018",https://rategain.com/blog/importance-picture-reviews-hotel-reputation/,4
245,New Age Data is Driving Growth for Travel Package Providers,https://rategain.com/blog/new-age-big-data-growth-package-providers/,"August 24, 2018",https://rategain.com/blog/new-age-big-data-growth-package-providers/,3
246,Tackling content issues head-on,https://rategain.com/blog/tackling-content-issues-head-on/,"July 16, 2018",,4
247,7 Top Trends In Hotel Distribution Today,https://rategain.com/blog/7-trends-hotel-distribution/,"July 13, 2018",https://rategain.com/blog/7-trends-hotel-distribution/,3
248,HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform,https://rategain.com/blog/channel-management-channel-management-hrs-selects-rategain-channel-management-partner-new-platform/,"May 4, 2018",https://rategain.com/blog/channel-management-channel-management-hrs-selects-rategain-channel-management-partner-new-platform/,3
249,Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025,https://rategain.com/blog/code-itineraries-road-map-travel-industry/,"April 11, 2018",https://rategain.com/blog/code-itineraries-road-map-travel-industry/,3
250,5 Ways to Improve Your Hotel's Visibility within Search Engines,https://rategain.com/blog/5-ways-improve-hotels-visibility-search-engines/,"April 9, 2018",https://rategain.com/blog/5-ways-improve-hotels-visibility-search-engines/,3
251,Hitting a home run in automation tools,https://rategain.com/blog/hitting-a-home-run-in-automation-tools/,"April 3, 2018",,3
252,Tapping the world’s no. 1 outbound travel market,https://rategain.com/blog/tapping-the-worlds-no-1-outbound-travel-market/,"January 22, 2018",,3
253,It's 100% pure adrenaline! Introducing Distribution Strategy Studio,https://rategain.com/blog/pure-adrenaline-distribution-strategy-studio/,"January 11, 2018",https://rategain.com/blog/pure-adrenaline-distribution-strategy-studio/,3
254,Your Hotel Reputation Matters to Your Revenue,https://rategain.com/blog/hotel-reputation-matters-revenue/,"December 11, 2017",https://rategain.com/blog/hotel-reputation-matters-revenue/,4
255,"Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages",https://rategain.com/blog/hotel-parity-prevent-revenue-leakages/,"November 23, 2017",https://rategain.com/blog/hotel-parity-prevent-revenue-leakages/,3
256,Assessing the boom in travel startups,https://rategain.com/blog/assessing-the-boom-in-travel-startups/,"November 21, 2017",,4
257,Building the Perfect Revenue Strategy Is Not Enough; Advanced Hotel Revenue Management Tool is a Must!,https://rategain.com/blog/advanced-hotel-revenue-management-tool/,"November 13, 2017",https://rategain.com/blog/advanced-hotel-revenue-management-tool/,3
258,Travel Industry is Already Using Geo-based Competitive Price Tracking; Act Now Before Its Too Late,https://rategain.com/blog/geo-based-competitive-price-tracking-rate-intelligence-tool/,"November 3, 2017",https://rategain.com/blog/geo-based-competitive-price-tracking-rate-intelligence-tool/,4
259,We Bet You Will Not Want to Miss The Benefits of a Comprehensive Hotel Price Intelligence Solution!,https://rategain.com/blog/benefits-hotel-price-intelligence-solution/,"October 25, 2017",https://rategain.com/blog/benefits-hotel-price-intelligence-solution/,4
260,Sharing economy blurring the lines in hospitality,https://rategain.com/blog/sharing-economy-blurring-the-lines-in-hospitality/,"October 23, 2017",,4
261,Tracking Mobile App Rates of Your Competition is a MUST for Your Price Strategy!,https://rategain.com/blog/track-competitor-mobile-app-rates-hotel/,"October 11, 2017",https://rategain.com/blog/track-competitor-mobile-app-rates-hotel/,3
